Organization Name,Industries,Headquarters Location,Estimated Revenue,Operating Status,Founded Date,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Funding Amount,Growth Category,Growth Confidence,Monthly visit,Monthly Visit Growth,Visit Duration Growth,Patents Granted,Visit Duration
Karpe-Karpe Pvt Ltd,Textiles,Telangana,$1M to $10M,Active,2017,Series B,Textiles,3,"Vihaan Verma, Vaishnavi Chopra, Radha Ratta",251-500,1,Seed,$100M to $500M,High,Low,1875724,-11.920881966991018,5751.161191074573,4,1619
Dayal-Char Solutions,Aviation,Arunachal Pradesh,$100M to $500M,Active,2023,Series B,Transportation,1,Amrita Narayanan,51-100,4,M&A,$1M to $5M,Medium,Medium,443253,1241.3590633568024,2569.40892311724,8,705
Ravel LLC Technologies,Chemicals,Himachal Pradesh,$50M to $100M,Active,2019,Series A,Chemicals,2,"Ekbal Shah, Pavani Bhavsar",501-1000,3,Seed,$0 to $1M,High,High,1491769,81.67266485038351,8348.996822871704,0,1515
Nair LLC Innovations,Electric Vehicle,Madhya Pradesh,$1B to $10B,Active,2018,IPO,Automotive,3,"Faris Dhar, Nicholas Jani, Megha Nagy",1-10,5,M&A,$5M to $10M,Growing,Medium,1258134,710.6266444450698,8663.171919127011,5,638
"Dugal, Agate and Chhabra Technologies",Retail,Bihar,$10B+,Active,2021,Series B,Commerce,1,Pranav Kalla,1001-5000,5,Early Stage Venture,$100M to $500M,Growing,Low,743499,274.54749608097023,2758.243365971758,6,1341
"Som, Shetty and Bedi Pvt Ltd",IT & BPM,Jammu and Kashmir,$1B to $10B,Active,2017,Series A,Information Technology,2,"Kiaan Sekhon, Panini Sami",101-250,2,Seed,$10M to $50M,Growing,High,1442673,91.22524891917112,7775.130166614178,2,1151
"Ramaswamy, Bumb and Pal Technologies",Steel,Odisha,$10M to $50M,Active,2019,Series B,Manufacturing,1,Forum Nadkarni,101-250,6,Seed,$0 to $1M,Medium,Medium,1479633,1427.6533780167877,3987.6015002200934,3,1472
"Dube, Mane and Sood Solutions",Metals and Mining,West Bengal,$10M to $50M,Active,2022,Seed,Mining,1,Zashil Parekh,501-1000,4,Seed,$10M to $50M,High,Low,946260,147.57976475503557,820.3342604688061,2,611
"Varty, Shroff and Sagar Labs",Tourism and Hospitality,Haryana,$50M to $100M,Active,2019,Series B,Hospitality,3,"Balveer Palla, Jackson Merchant, Chandani Master",1-10,3,Growing,$0 to $1M,Medium,Medium,1559964,1225.436252374581,3769.048686838648,8,425
More-Kota Pvt Ltd,Banking,Bihar,$10B+,Active,2021,Seed,Financial Services,4,"Girindra Sood, Krishna Badami, Yagnesh Khatri, Girindra Mannan",51-100,6,Early Stage Venture,$100M to $500M,High,Medium,364542,320.6104417975776,2688.586323841845,6,1930
"Chhabra, Bhat and Pillay Technologies",Real Estate,Assam,$1B to $10B,Active,2022,Series C,Real Estate,4,"Avi Natarajan, Ranbir Sur, Krishna Zacharia, Liam Mohan",251-500,7,Seed,$10M to $50M,Growing,High,639874,381.4082918701827,3595.316819021637,8,1654
Dash-Ravi Labs,Aviation,Goa,$100M to $500M,Active,2023,Series C,Transportation,3,"Advik Guha, Anjali Thaman, Faras Sengupta",1001-5000,7,Seed,$0 to $1M,Growing,Medium,1863443,1619.735590466286,845.1163380963519,10,985
Ram Ltd Technologies,Oil and Gas,Nagaland,$1B to $10B,Active,2023,Series B,Energy,3,"Jason Om, Arunima Sunder, Wyatt Prabhakar",51-100,3,Early Stage Venture,$5M to $10M,Growing,Low,729305,-99.86462878267058,6771.387491886555,4,143
Sibal-Natt Pvt Ltd,Education and Training,Tripura,$100M to $500M,Active,2022,Series A,Education,1,Aadhya Lad,11-50,6,Early Stage Venture,$50M to $100M,Medium,Low,864291,1323.1583919469558,3224.4476295619174,0,2086
"Boase, Khosla and Mukherjee Technologies",Healthcare,Goa,$100M to $500M,Active,2020,IPO,Healthcare,5,"Henry Dhillon, Owen Butala, Hitesh Gill, Joshua Jayaraman, Tarak Vala",501-1000,0,Early Stage Venture,$0 to $1M,Medium,Medium,149009,932.6722262388369,3342.9328640068093,1,2078
Bhargava-Batra Technologies,Agriculture and Allied Industries,Tamil Nadu,$50M to $100M,Active,2021,Seed,Agriculture,1,Tarak Narayanan,1-10,6,Seed,$100M to $500M,High,Medium,1591596,1838.819680326898,8233.096865770975,5,2128
Walia-Wason Innovations,Aviation,Uttarakhand,Less than $1M,Active,2024,Seed,Transportation,1,Isaiah Tailor,101-250,7,Growing,$0 to $1M,Medium,High,1733436,832.3629049015072,8465.406367591298,3,281
"Sunder, Halder and Loyal Pvt Ltd",Consumer Durables,West Bengal,$10M to $50M,Active,2018,Series C,Consumer Goods,5,"Naveen Munshi, Ekalinga Bansal, Wazir Kant, Samuel Bhargava, Gopal Ben",501-1000,1,Growing,$0 to $1M,Growing,Low,849259,1242.7118407569524,8648.427283176357,7,1912
Barman-Char Solutions,Biotechnology,Telangana,$10B+,Active,2020,Seed,Biotechnology,1,Balveer Palla,251-500,3,M&A,$1M to $5M,Growing,Low,724718,777.3117078167188,1481.0634932580983,2,2454
Gade Ltd Innovations,Healthcare,Rajasthan,$1B to $10B,Active,2024,IPO,Healthcare,1,Maanav Parmar,51-100,3,Early Stage Venture,$10M to $50M,Growing,Low,1629527,1843.1232656943412,497.134483488588,7,1480
Bhatti and Sons Innovations,E-Commerce,Gujarat,$1B to $10B,Active,2021,IPO,Commerce,5,"Raagini Bandi, Nilima Subramaniam, Rachana D’Alia, Vasudha Khare, Nimrat Sethi",51-100,7,Early Stage Venture,$10M to $50M,Medium,Low,1809194,1123.1455823987521,9737.134180855057,10,1314
Doshi-Prabhakar Labs,Steel,Manipur,Less than $1M,Active,2019,Series A,Manufacturing,2,"Meera Mohanty, Oni Pau",1-10,4,Early Stage Venture,$0 to $1M,Medium,High,1171963,402.42380835822206,4928.2573710204915,6,2404
Dube Inc Pvt Ltd,Science and Technology,Maharashtra,$100M to $500M,Active,2024,Seed,Technology,1,Bhavini Jaggi,251-500,6,Seed,$5M to $10M,Medium,High,1146754,966.1038127953636,3912.051218489954,9,1372
"Dhillon, Pai and Grewal Solutions",Agriculture and Allied Industries,Goa,$100M to $500M,Active,2017,Seed,Agriculture,1,Tanvi Bhandari,1001-5000,4,Seed,$0 to $1M,Medium,High,1397458,582.7998333177626,4510.491476256154,7,2145
Gill-Jaggi Innovations,Gems and Jewellery,Jharkhand,$1M to $10M,Active,2017,Seed,Luxury Goods,2,"Neelima Bhagat, Advaith Gopal",11-50,0,Seed,$50M to $100M,Medium,Medium,822087,1282.95079497238,6398.240227696181,0,2469
Mangal Ltd Labs,Tourism and Hospitality,Himachal Pradesh,$50M to $100M,Active,2021,Series A,Hospitality,1,Qadim Kadakia,51-100,5,M&A,$50M to $100M,Growing,Medium,919844,729.4563038825548,5668.620291818197,7,599
Gala PLC Innovations,Automobiles,Sikkim,$10B+,Active,2017,Series A,Automotive,4,"Leena Pandey, Gaurika Vala, Harita Madan, Reva Thaman",251-500,4,Early Stage Venture,$10M to $50M,Medium,Medium,1959232,338.01007180752885,7753.5928668750275,2,1912
"Choudhary, Pillai and Contractor Pvt Ltd",Renewable Energy,Gujarat,$10B+,Active,2020,Series A,Energy,3,"Ekiya Shanker, Tara Bhatt, Thomas Baria",101-250,3,M&A,$0 to $1M,Growing,High,1480201,1168.4017798980494,9161.489001549335,1,35
Natt Inc Technologies,Healthcare,Odisha,$100M to $500M,Active,2020,Series A,Healthcare,5,"Fitan Kala, Divya Murthy, Zilmil Chhabra, Xavier Zacharia, Abeer Issac",501-1000,2,Growing,$5M to $10M,Growing,Medium,350661,1361.2520531656535,2810.151967073089,6,1693
Contractor-Goswami Solutions,Cement,Madhya Pradesh,Less than $1M,Active,2018,Series A,Construction,1,Vedhika Lalla,1-10,2,Early Stage Venture,$0 to $1M,High,High,561513,924.1597795551136,1786.4767183944177,0,1199
Narula-Vala Technologies,Financial Services,Tamil Nadu,$10M to $50M,Active,2024,Seed,Financial Services,3,"Onkar Sharaf, Hitesh Subramaniam, Wakeeta Setty",501-1000,4,Growing,$50M to $100M,Medium,High,358427,180.93407540656318,5812.3315888846,7,1907
"Radhakrishnan, Talwar and Chaudhuri Innovations",Pharmaceuticals,Jammu and Kashmir,$10M to $50M,Active,2020,Series C,Pharmaceuticals,5,"Oeshi Hari, Unni More, Fiyaz Ahluwalia, Aadhya Tella, Hemangini Karnik",1-10,3,M&A,$0 to $1M,High,Low,806550,197.48686165923823,4478.3637619626725,7,1293
Agate Ltd Labs,E-Commerce,Jammu and Kashmir,$1M to $10M,Active,2022,IPO,Commerce,3,"Isha Bhakta, Yutika Narang, Lekha Loke",51-100,6,Early Stage Venture,$50M to $100M,Medium,High,1156397,266.56814684202476,4334.177672487065,6,381
Thaman-Rajagopalan Labs,Renewable Energy,Meghalaya,Less than $1M,Active,2021,Seed,Energy,1,Umang Krishnamurthy,101-250,4,Growing,$1M to $5M,High,Medium,662717,1746.389458689844,4643.879190324619,3,1087
"Mukherjee, Palan and Naik Pvt Ltd",Aviation,Punjab,Less than $1M,Active,2024,IPO,Transportation,5,"Vrinda Choudhury, Balendra Jani, Vinaya Nanda, Edhitha Magar, Bina Sankaran",251-500,1,Seed,$10M to $50M,High,Medium,711081,642.8744814475118,6658.96183908958,2,275
"Patla, Sarin and Shukla Technologies",Cement,Tamil Nadu,$10M to $50M,Active,2020,Seed,Construction,3,"Nisha Sood, Upasna Hari, Yagnesh Dhingra",11-50,7,Seed,$1M to $5M,Growing,High,1094141,48.44693083072593,247.3341719764706,7,2392
Patil-Sane Pvt Ltd,Manufacturing,Nagaland,$10M to $50M,Active,2018,Seed,Manufacturing,3,"Warhi Vohra, Lohit Ahuja, Bhavna Padmanabhan",1001-5000,5,Growing,$5M to $10M,Medium,Low,1664000,1779.0454939264275,3522.3928632425473,7,625
"Bail, Deol and Parikh Pvt Ltd",Financial Services,Tamil Nadu,$1M to $10M,Active,2019,IPO,Financial Services,5,"Nisha Modi, Hamsini Borah, Jackson Gola, Ojas Patil, Hamsini Ganguly",251-500,2,Growing,$5M to $10M,Medium,High,893130,1460.8026420225642,1278.8008541053484,8,2462
"Samra, Singhal and Chawla Innovations",Science and Technology,Kerala,Less than $1M,Active,2024,Series A,Technology,1,Atharv Ben,11-50,1,Early Stage Venture,$5M to $10M,High,Medium,856257,310.71205088702607,7637.268943295804,4,1554
"Nagy, Baral and Sekhon Pvt Ltd",Media and Entertainment,Rajasthan,Less than $1M,Active,2024,Series B,Media,4,"Aadi Shetty, Aashi Natarajan, Maanav Nazareth, Keya Oak",101-250,6,Early Stage Venture,$50M to $100M,Growing,Medium,1951811,-57.24897884572088,9232.106180899518,7,1892
Mukhopadhyay-Karnik Labs,Chemicals,Rajasthan,$100M to $500M,Active,2017,Series B,Chemicals,1,Barkha Virk,251-500,1,Growing,$100M to $500M,Medium,High,1381761,160.40375353302193,2977.5063003970085,8,1941
Sarkar-Khurana Innovations,Biotechnology,Nagaland,$1B to $10B,Active,2023,Seed,Biotechnology,3,"Zinal Johal, Onveer Chakrabarti, Advik Kumar",51-100,7,M&A,$100M to $500M,Growing,High,791881,918.5535038969211,7861.2160661430125,8,662
Mani Group Innovations,Biotechnology,Andhra Pradesh,$1M to $10M,Active,2023,Series B,Biotechnology,1,Chanchal Thakkar,11-50,7,Early Stage Venture,$50M to $100M,High,Low,951639,288.2002617843581,4352.702893875456,6,888
Dhillon-Lala Labs,Paper & Packaging,Sikkim,$10M to $50M,Active,2020,IPO,Packaging,3,"Anusha Sodhi, Vyanjana Bala, Baljiwan Raj",1-10,1,Growing,$0 to $1M,Medium,Low,1196287,-76.76031171444578,3441.4467758128303,7,1170
Jain-Mander Innovations,Railways,Andhra Pradesh,$10M to $50M,Active,2022,IPO,Transportation,5,"Ekavir Tank, Caleb Ravi, Simon Bhalla, Quincy Pall, Ryan Sabharwal",251-500,5,Early Stage Venture,$0 to $1M,Growing,High,198556,1674.4562736017213,4765.579759508718,4,1449
Shanker Ltd Technologies,Textiles,Mizoram,$100M to $500M,Active,2017,Series C,Textiles,5,"Riya Banerjee, Ira Seth, Nathaniel Handa, Vyanjana Nayak, Ekavir Balay",101-250,3,Growing,$100M to $500M,Medium,High,1532278,1846.076119481171,6852.1439782844,6,155
"Dada, Chokshi and Bahri Technologies",Power,Bihar,Less than $1M,Active,2021,IPO,Energy,3,"Avni Tripathi, Elijah Mody, Charita Chakrabarti",101-250,3,Early Stage Venture,$50M to $100M,Growing,Medium,483734,358.4251777495195,872.1915210886388,0,39
"Gill, Khatri and Parikh Innovations",Gems and Jewellery,Meghalaya,Less than $1M,Active,2018,Seed,Luxury Goods,1,Urvi Rajagopalan,251-500,2,Seed,$100M to $500M,High,Low,767502,451.53399328126045,9534.96385495195,6,357
"Vora, Gill and Kaur Solutions",IT & BPM,Madhya Pradesh,$1M to $10M,Active,2023,Series A,Information Technology,2,"Nathaniel Balay, Sai Seth",11-50,0,M&A,$0 to $1M,Medium,Low,1329432,1460.394939322868,9750.700241018154,3,543
Mandal-Hayre Solutions,Metals and Mining,Tripura,$100M to $500M,Active,2022,IPO,Mining,2,"Rehaan Pillay, Vivaan Das",1-10,6,Seed,$50M to $100M,High,High,1530001,519.8707992726822,4171.697632195815,1,1497
Viswanathan-Rastogi Technologies,Automobiles,Uttar Pradesh,$50M to $100M,Active,2022,IPO,Automotive,3,"Chaaya Arya, Theodore Kothari, Manbir Mane",11-50,5,Early Stage Venture,$100M to $500M,Growing,High,321574,849.0204677041446,7981.924391101701,10,2348
"Toor, Narang and Dhar Solutions",Media and Entertainment,Sikkim,$1M to $10M,Active,2020,IPO,Media,2,"Jeevika Dara, Naksh Guha",251-500,0,Growing,$5M to $10M,Growing,Low,1924558,1906.838188071917,5472.082580945488,10,2084
Dar LLC Pvt Ltd,Education and Training,Meghalaya,$10M to $50M,Active,2023,Seed,Education,1,Nimrat Manda,1001-5000,6,M&A,$1M to $5M,High,High,1236600,1071.4792765199438,5136.092473805926,4,1602
"Ramachandran, Mistry and Agarwal Solutions",Manufacturing,Nagaland,Less than $1M,Active,2023,Series C,Manufacturing,1,Aishani Chadha,1001-5000,0,M&A,$0 to $1M,Growing,Low,36933,98.55022727459837,4342.929952385956,8,1674
Chacko-Kalla Pvt Ltd,Telecommunications,Mizoram,$10B+,Active,2020,Series A,Telecommunications,3,"Lakshmi Kar, Indrajit Chakrabarti, Logan Reddy",1001-5000,6,M&A,$1M to $5M,Medium,High,1849682,1299.9332866253394,1540.8731638644338,0,1323
Bains Ltd Innovations,Healthcare,Andhra Pradesh,$10B+,Active,2018,Series A,Healthcare,4,"Raghav Subramanian, Nikita Sha, Ekapad Chada, Maanav Sastry",501-1000,2,Early Stage Venture,$100M to $500M,Growing,Low,663480,397.1506256639366,1180.6253410685945,5,290
Ganguly and Sons Labs,Agriculture and Allied Industries,Jammu and Kashmir,Less than $1M,Active,2024,Seed,Agriculture,1,Kai Bal,251-500,7,Early Stage Venture,$50M to $100M,High,Medium,1029392,1081.7076574366056,4414.492075734692,8,2373
Patil-Tank Technologies,Auto Components,Punjab,$10M to $50M,Active,2019,Series A,Automotive,1,Balhaar Sharaf,11-50,5,Seed,$0 to $1M,Growing,Low,650618,1513.7216838034678,8296.61616440226,5,1499
Dyal Ltd Solutions,Ports,Jharkhand,Less than $1M,Active,2017,IPO,Transportation,3,"Ijaya Dhar, Lopa Venkataraman, Geetika Mani",101-250,4,Early Stage Venture,$10M to $50M,Growing,Low,593964,1794.0784086375818,5267.479824354041,8,1879
Parmer-Narayan Technologies,IT & BPM,Chhattisgarh,$1M to $10M,Active,2023,Seed,Information Technology,1,Charvi Raval,11-50,4,Seed,$5M to $10M,Medium,High,1625632,43.95908819593467,991.3040172908973,4,985
Banik-Hans Labs,Ayush,Punjab,Less than $1M,Active,2024,IPO,Healthcare,2,"Aditya Deol, Nilima Chhabra",101-250,3,M&A,$50M to $100M,High,Medium,1336315,715.3356191943597,9344.217108130899,6,2475
"Parmar, Bhatia and Naidu Technologies",Ports,Madhya Pradesh,$100M to $500M,Active,2023,Seed,Transportation,1,Lajita Master,251-500,0,Growing,$1M to $5M,High,High,834145,1107.7192840267792,9800.80001205296,10,966
Varty Inc Labs,Paper & Packaging,Mizoram,$100M to $500M,Active,2018,IPO,Packaging,2,"Frederick Saran, Ganga Prabhu",251-500,4,Early Stage Venture,$50M to $100M,High,Low,1874388,1435.3445791789272,1584.9246422071453,6,579
Kuruvilla-Raman Innovations,Aviation,Sikkim,$10M to $50M,Active,2022,IPO,Transportation,3,"Indali Sachar, Chaitanya Saxena, Banjeet Jaggi",1-10,7,Growing,$1M to $5M,High,Medium,1987213,1642.2564869637552,982.5206708344615,8,703
Bhardwaj-Kalla Pvt Ltd,Textiles,Nagaland,$10B+,Active,2022,Seed,Textiles,2,"Keya Dubey, Shivani Goswami",1-10,3,M&A,$1M to $5M,Growing,Low,1412004,187.3147225904322,7227.566306842423,10,514
Pillai-Dube Labs,Science and Technology,Bihar,$1M to $10M,Active,2021,Series B,Technology,4,"Frado Sharaf, Ekapad Prakash, Pooja Kadakia, Kai Bhatt",501-1000,0,M&A,$1M to $5M,Medium,Low,1570333,1490.5928284229592,1547.2623336844244,1,293
"Virk, Bobal and Parmer Innovations",Ayush,Karnataka,$10M to $50M,Active,2019,Series A,Healthcare,3,"Azad Ben, Akshay Arya, Tristan Edwin",1001-5000,6,Early Stage Venture,$50M to $100M,Medium,High,250882,938.3719327484202,4985.890910895779,1,1317
"Chatterjee, Amble and Radhakrishnan Labs",Services,Karnataka,$1B to $10B,Active,2020,Series C,Services,1,Qushi Mani,51-100,1,Growing,$50M to $100M,Growing,Low,1699355,1196.7393006913717,5491.59884132413,3,41
Bir-Narang Pvt Ltd,Electronics System Design & Manufacturing,Himachal Pradesh,$10M to $50M,Active,2021,Series A,Electronics,1,Ekiya Raj,1001-5000,3,Early Stage Venture,$5M to $10M,Growing,Low,371671,1951.2289929907165,5903.546138150097,10,1286
Peri-Khosla Solutions,Pharmaceuticals,Tamil Nadu,$10B+,Active,2022,Series C,Pharmaceuticals,4,"Amara Dora, Sai Kibe, Harrison Bora, Ekaja Rai",501-1000,4,Seed,$100M to $500M,Medium,High,1331458,1760.497610759826,978.145222743663,3,1009
Nazareth-Karnik Labs,Pharmaceuticals,Gujarat,Less than $1M,Active,2023,Series B,Pharmaceuticals,3,"Champak Gola, Praneel Mandal, Neelima Srinivas",101-250,5,M&A,$50M to $100M,Growing,Medium,158151,225.74947140717967,2340.1451249422116,7,2071
Mitter-Thaker Labs,Telecommunications,Punjab,$100M to $500M,Active,2021,Series A,Telecommunications,1,Jhalak Behl,501-1000,3,Seed,$5M to $10M,High,Low,1548607,878.0073530901593,8094.810747902948,3,1747
Murthy Group Technologies,Food Processing,Tripura,$50M to $100M,Active,2024,Seed,Food and Beverage,1,Aarav Subramanian,11-50,2,Growing,$5M to $10M,Growing,Medium,223442,1876.106260705197,4449.841068690366,6,853
Mody Inc Labs,Electronics System Design & Manufacturing,Mizoram,Less than $1M,Active,2018,IPO,Electronics,1,Charita Sura,11-50,1,Growing,$100M to $500M,Medium,High,1755537,-75.54863129945409,5296.946450606978,5,1930
"Sarin, Bava and Anand Innovations",Steel,Haryana,$10B+,Active,2023,IPO,Manufacturing,3,"Gaurika Raman, Sarthak Murty, Abdul Gandhi",1001-5000,1,Early Stage Venture,$50M to $100M,Medium,Medium,192389,270.9777677078915,2084.395164600362,4,2073
"Subramanian, Dugar and Majumdar Technologies",Pharmaceuticals,Uttar Pradesh,Less than $1M,Active,2019,Series B,Pharmaceuticals,1,Noah Kaul,1001-5000,3,Growing,$50M to $100M,Growing,High,1520678,1779.8633687102201,1131.269785840503,6,1527
Toor-Narayanan Innovations,Telecommunications,Tripura,$1B to $10B,Active,2020,IPO,Telecommunications,1,Devansh Dhingra,51-100,2,M&A,$5M to $10M,Growing,High,969760,1596.3333151283186,8592.422964115472,2,563
Nazareth-Tandon Innovations,Financial Services,Meghalaya,Less than $1M,Active,2017,Seed,Financial Services,5,"Wazir Narayanan, Pavani Shankar, Sudiksha Badal, Krishna Kuruvilla, Chakrika Pandya",1-10,1,Growing,$100M to $500M,High,High,1823455,1617.2876172512767,3533.9015146903885,8,466
Pant Group Innovations,Automobiles,Chhattisgarh,$100M to $500M,Active,2022,Series B,Automotive,1,Nachiket Garde,1-10,7,M&A,$1M to $5M,High,Low,23713,920.0596844891023,7536.595961103433,5,154
Nagy Group Pvt Ltd,FMCG,Punjab,$1M to $10M,Active,2022,Seed,Consumer Goods,1,Pratyush Sule,101-250,1,M&A,$1M to $5M,High,High,663142,123.01758033068663,6089.785388143881,7,2087
Dara and Sons Innovations,Food Processing,Karnataka,$50M to $100M,Active,2024,Seed,Food and Beverage,3,"Ayushman Seshadri, Azaan Chandran, Yoshita Dube",11-50,3,Growing,$0 to $1M,High,Low,1366378,1520.2344674387086,5616.032018866081,5,2400
Borde-Bala Labs,Chemicals,Jharkhand,$10M to $50M,Active,2019,Series A,Chemicals,3,"Rachita Bains, Jack Aggarwal, Oviya Bajaj",101-250,3,Early Stage Venture,$100M to $500M,Growing,High,1092562,1711.5122388096213,3650.700770893629,8,1454
"Saha, Bal and Sagar Innovations",Railways,Madhya Pradesh,Less than $1M,Active,2021,Series B,Transportation,3,"Ladli Balakrishnan, Azaan Dash, Harish Kala",501-1000,4,Early Stage Venture,$0 to $1M,High,Medium,1735390,-72.36263880929219,9905.66236884517,6,857
Thaman-Mammen Labs,Medical Devices,Punjab,$100M to $500M,Active,2023,Seed,Healthcare,3,"Madhav Radhakrishnan, Aahana Mohan, Hamsini Bandi",101-250,7,Seed,$5M to $10M,Growing,Low,796757,1269.533292132633,1219.0496747903965,5,1579
"Nanda, Chand and Nanda Pvt Ltd",Retail,West Bengal,$100M to $500M,Active,2022,Series B,Commerce,5,"Zarna Shan, Vasana Mander, Ucchal Samra, Dalaja Dhar, Charles Natt",11-50,6,Seed,$10M to $50M,Medium,Low,1255986,1325.4403104394469,9970.984624801345,3,1455
Khurana-Ganesan Technologies,Electronics System Design & Manufacturing,Kerala,$10B+,Active,2017,Seed,Electronics,3,"Priya Datta, William Sood, Abhiram Deo",1-10,1,M&A,$10M to $50M,High,Medium,1001158,1162.2293651179332,5485.334247492273,4,1201
Kata-Chakrabarti Innovations,Ayush,Odisha,Less than $1M,Active,2024,Series B,Healthcare,4,"Tara Din, Balhaar Vala, Viraj Sama, Yamini Desai",501-1000,7,Early Stage Venture,$10M to $50M,High,Low,1006495,706.0018361375247,5006.527830403409,3,942
"Sarkar, Ratti and Rattan Pvt Ltd",Aviation,Bihar,$10M to $50M,Active,2023,Seed,Transportation,1,Indrajit Varughese,11-50,4,Growing,$10M to $50M,Medium,Medium,682605,1769.273088114884,609.3108026141796,0,2460
"Mahal, Nath and Solanki Innovations",Roads,Madhya Pradesh,$1B to $10B,Active,2023,Series B,Infrastructure,2,"Warhi Gour, Eshana Soni",101-250,7,Early Stage Venture,$50M to $100M,Growing,Medium,1725674,856.2215651076831,8351.797150127892,9,1072
Dave-Parmar Technologies,Electronics System Design & Manufacturing,Uttar Pradesh,$1M to $10M,Active,2019,Series A,Electronics,3,"Bahadurjit Karan, Hiral Thaman, Hiral Gandhi",51-100,5,M&A,$5M to $10M,Growing,Low,1571735,-79.570860139084,1224.9082323837583,10,1759
